namespace,pod,container,timestamp,cpu-average
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796560000,0.0001492532009609
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796620000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796680000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796740000,0.0004893335786953
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796800000,0.0001714920372677
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796860000,0.0004857341522349
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796920000,0.0001159891290872
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731796980000,0.000508007847197
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797040000,0.0002187527277247
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797100000,0.0003080203146608
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797160000,0.0001329163853023
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797220000,0.0004106148809654
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797280000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797340000,0.0003247241537538
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797400000,0.0001770828547992
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797460000,0.0003828682163688
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797520000,0.0001333929353381
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797580000,0.0005524701932039
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797640000,0.0002353560877584
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797700000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797760000,8.63001287541473e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797820000,0.0001959188718007
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797880000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731797940000,0.0001338477265011
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798000000,0.0006518884837854
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798060000,0.0002770597824543
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798120000,0.0005100646806642
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798180000,5.592794555513833e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798240000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798300000,0.0001465646551729
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798360000,0.0005838738772926
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798420000,0.0001611984966991
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798480000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798540000,7.806833522307488e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798600000,0.0004048541666659
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798660000,6.751336633168372e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798720000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798780000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798840000,0.0001579144062151
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798900000,0.0003357282913168
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731798960000,0.00021662765854
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799020000,0.0004276300297833
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799080000,0.0001927666449646
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799140000,0.0005163523500961
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799200000,0.0001564280271493
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799260000,0.0004690128419872
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799320000,6.855017037488237e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799380000,0.0004861294427503
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799440000,5.2382597095009227e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799500000,0.000402418226855
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799560000,0.0001201148115448
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799620000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799680000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799740000,0.0003010516155653
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799800000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799860000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799920000,0.0004131372132633
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731799980000,0.0001043902318087
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800040000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800100000,0.000150640918214
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800160000,0.0005043266510069
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800220000,7.583000000010997e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800280000,0.000339645555123
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800340000,9.08139641747122e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800400000,0.0002334550771075
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800460000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800520000,8.542424492293141e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800580000,0.0003932577764546
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800640000,0.0001495910345947
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800700000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800760000,0.0001723066768811
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800820000,0.0004630025120584
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800880000,9.269413204136594e-06
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731800940000,0.000374695645895
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801000000,1.2370555734856188e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801060000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801120000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801180000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801240000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801300000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801360000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801420000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801480000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801540000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801600000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801660000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801720000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801780000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801840000,0.0003280525099193
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801900000,7.644654561110151e-05
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731801960000,0.0003455046415614
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802020000,0.0001514236622246
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802080000,0.0004863645207441
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802140000,0.0001880992283607
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802200000,0.000183685623236
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802260000,0.0001080990019204
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802320000,0.0004477821207331
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802380000,0.0
free5gc,free5gc-amf-8745675cb-scvkr,amf,1731802440000,0.0003948076932847
