namespace,pod,container,timestamp,cpu_usage
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603240000,0.9056339263916016
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603300000,0.7539535522460937
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603360000,0.39475059509277344
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603420000,0.16891098022460938
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603480000,0.3635711669921875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603540000,0.2832164764404297
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603600000,0.35468292236328125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603660000,0.3352699279785156
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603720000,0.28710174560546875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603780000,0.3982747395833333
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603840000,0.5626125335693359
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603900000,0.536938985188802
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603960000,0.40771942138671874
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604020000,0.3997020721435547
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604080000,0.4486713409423828
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604140000,0.4738883972167969
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604200000,0.2812156677246094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604260000,0.2818946838378906
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604320000,0.2918497721354167
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604380000,0.2837257385253906
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604440000,0.2824432373046875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604500000,0.2861957550048828
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604560000,0.28255271911621094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604620000,0.2876434326171875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604680000,0.27956199645996094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604740000,0.289154052734375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604800000,0.282012939453125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604860000,0.28455352783203125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604920000,0.34709930419921875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604980000,0.9445144653320312
