namespace,pod,container,timestamp,cpu-average,mem-average,throughput-average
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679000000,0.0006745466333503,0.0790625,23.456995508234897
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679060000,8.093575600259528e-05,0.0790625,43.92419175027871
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679120000,0.0005949388712722,0.0790625,24.054849705608927
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679180000,0.0001043516887378,0.0786935763888889,44.41329982601972
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679240000,0.0007352097454917,0.078125,29.75552219601115
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679300000,6.684455940000151e-05,0.078125,43.97615911779806
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679360000,0.0,0.078125,8.245165247018738
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679600000,0.0096810856808847,0.0600347222222222,254.6101825532958
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679660000,0.0,0.0851171875,39.819416668316734
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679720000,0.0,0.0852083333333333,15.51791025475236
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733679780000,0.0,0.0833072916666666,42.09929721151666
