namespace,pod,container,timestamp,cpu-average,mem-average,throughput-average
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733674740000,7.682774999999766e-05,0.0822005208333333,50.57477034285427
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733674800000,8.011439667769182e-05,0.08220703125,19.681610111380863
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733674860000,0.0001365345454883,0.0824739583333333,62.147265586323
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733674920000,7.787249999999939e-05,0.0826041666666666,23.81629750050803
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733674980000,5.744670972951164e-05,0.0826041666666666,43.580320094842925
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675040000,8.558755457033272e-05,0.0826128472222222,22.95226927586936
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675100000,0.000110904411559,0.0826432291666666,51.90477535229166
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675160000,0.0001025493088241,0.0827083333333333,22.37994503865088
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675220000,0.0001467848583885,0.082734375,40.44925531049076
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675280000,0.0012406912303538,0.0846028645833333,23.45198175494137
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675340000,0.0001204880759902,0.0864756944444444,43.935995204717
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675400000,0.0009872468794761,0.08541015625,20.554422983964187
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675460000,0.000108479,0.0841449652777777,46.1168353683446
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675520000,0.0007377364961732,0.0841232638888889,27.710877511121183
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675580000,0.0001022260609624,0.0838628472222222,39.77895978641058
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675640000,0.0007403484487828,0.0827506510416666,24.68687214123884
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675700000,0.0001386518867042,0.0825217013888888,38.56745514161752
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675760000,0.0007219688370437,0.0826302083333333,22.577495728581887
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675820000,8.836479403292315e-05,0.0827734375,38.15652895993357
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675880000,0.0010074778909192,0.0826041666666666,22.111688898937377
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733675940000,6.871958195819567e-05,0.081875,47.69155473380826
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676000000,0.0004948338479635,0.0817317708333333,20.865780546606643
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676060000,0.0001520396617946,0.0817838541666666,49.11430734292203
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676120000,0.0009069605086322,0.0817740885416666,22.5147562929758
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676180000,9.480953259390632e-05,0.0817643229166666,39.02915507612597
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676240000,0.0007770061959468,0.0818185763888889,26.87846974110921
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676300000,8.735380037868525e-05,0.0819140625,34.96834291536278
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676360000,0.001072199623304,0.0820269097222222,21.15
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676420000,8.867417873365811e-05,0.0820703125,45.89737129419669
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676480000,0.000655496137277,0.0819921875,27.74714111569048
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676540000,0.0001050446201566,0.0818706597222222,43.95282703245233
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676600000,0.000580589137005,0.08189453125,21.97012243064136
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676660000,0.0001129182029113,0.0819010416666666,42.70030941941101
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-txr8b,nwdaf-anlf,1733676720000,0.0010217514965688,0.0817621527777777,21.91906535128744
