namespace,pod,container,timestamp,cpu-average,mem-average,throughput-average
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894040000,0.0418962883677003,0.4658203125,250.92270950933568
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894100000,0.0317258556733473,0.749053955078125,81.29323732881548
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894160000,0.0164400622395758,0.7693277994791667,59.753742153549005
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894220000,0.0296660181394975,0.769927978515625,87.73599873076313
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894280000,0.3762728182251288,0.817962646484375,5910.324497658994
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894340000,0.435355203630041,0.87591552734375,15164.01182205504
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894400000,0.3811175376758624,0.888275146484375,11683.23322899924
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894460000,0.4789405064541158,0.90557861328125,16165.562784898895
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894520000,0.3718338622340914,0.925628662109375,13525.513733015016
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894580000,0.257119972136115,0.94287109375,8933.217751559228
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894640000,0.087087271302272,0.9319254557291669,5179.22376862252
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894700000,0.0191961176765939,0.902679443359375,58.05131923047047
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894760000,0.0124542998466255,0.902978515625,71.70497557674823
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894820000,0.0158796090698752,0.9029541015625,104.10028606646976
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894880000,0.0165675915180017,0.90301513671875,109.66222767477294
free5gc,free5gc-amf-76c54f56c9-5v4wk,amf,1733894940000,0.0130305471277588,0.9029541015625,74.86265413258454
