namespace,pod,container,timestamp,cpu-average,mem-average,throughput-average
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529600000,0.0004053612208153,0.0658506944444444,35.97467054595243
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529660000,5.032281245438331e-05,0.0657465277777777,10.20501182033097
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529720000,0.0005084027837443,0.0657523148148148,48.25997952917093
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529780000,5.410860647792558e-05,0.0655873842592592,23.50486239615733
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529840000,0.00042921628339,0.0648003472222222,45.33193817964161
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529900000,5.497999999999813e-05,0.0648003472222222,23.30610787998404
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733529960000,0.000390511789556,0.0648003472222222,42.25614681939639
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530020000,4.3770440175391006e-05,0.0648003472222222,8.986792981146165
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530080000,0.0,0.0643952546296296,44.12489360749003
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530140000,3.925315332857437e-05,0.0611979166666666,25.787430184996783
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530200000,0.0004293765559146,0.0586154513888888,37.594702391175744
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530260000,3.741636826234156e-05,0.0559743923611111,23.7150976783692
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530320000,0.0004297960671076,0.05421875,39.31466706594512
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530380000,6.615205799107136e-05,0.0542100694444444,27.799792720843747
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530440000,0.0004335975554136,0.0542100694444444,47.81068194742137
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530500000,3.4622220729872593e-05,0.0541232638888888,22.1181627976487
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530560000,0.0004793180450681,0.05359375,47.22229911146787
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530620000,3.142785497973216e-05,0.0531163194444444,19.997137424090624
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530680000,0.0006932207267873,0.0506684027777777,41.80903669432713
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530740000,6.047885548463106e-05,0.0506741898148148,28.20436465733611
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530800000,0.00026496113125,0.0506857638888888,47.07351737800939
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530860000,4.804746011586237e-05,0.049152199074074,32.474773574128974
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530920000,0.0004080288007836,0.0486284722222222,44.75472934239621
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733530980000,4.542166884092568e-05,0.0481597222222222,33.20370924319474
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531040000,0.0003286020282548,0.0463346354166666,44.42941387837924
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531100000,4.9758958859138194e-05,0.045546875,23.28336446894792
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531160000,0.0002590545795268,0.0455497685185185,35.33914176370003
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531220000,0.0,0.0455642361111111,13.885107541519194
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531280000,3.533325946717965e-05,0.0455642361111111,28.007192254495155
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531340000,0.0,0.0455642361111111,25.091559687177217
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531400000,0.0,0.0455642361111111,39.29972256768392
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531460000,0.0,0.0455642361111111,14.949821201984085
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531520000,3.351313945028818e-05,0.0455642361111111,44.24912212671535
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531580000,0.0,0.0455642361111111,27.95729137398146
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531640000,4.185187372454581e-05,0.0455642361111111,43.94428874007831
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531700000,0.0,0.0455642361111111,28.741996052188146
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531760000,0.0,0.0455642361111111,44.31021202416183
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531820000,0.0,0.0455642361111111,14.536644457904298
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531880000,3.959421873090652e-05,0.0455642361111111,43.36535416446744
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733531940000,0.0003353709194312,0.0455642361111111,27.27946017116524
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532000000,3.311174797001415e-05,0.0454578993055555,36.133608089327645
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532060000,0.0,0.0433622685185185,28.45838497473543
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532120000,3.577138506716199e-05,0.0433159722222222,44.49354475348756
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532180000,0.0,0.0433159722222222,26.95625018599529
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532240000,0.0,0.0433159722222222,42.20172176450043
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532300000,0.0003535880602414,0.0433159722222222,27.15321292542081
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532360000,0.0,0.0433159722222222,47.38710995192157
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532420000,0.0003476121988933,0.0433159722222222,24.925890359483944
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532480000,3.657666595799717e-05,0.0433159722222222,43.1260945709282
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532540000,0.0002960252924028,0.0433622685185185,25.369201544212267
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532600000,4.764352331606541e-05,0.0433854166666666,55.549682875264274
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532660000,0.0003676964729489,0.0426157407407407,24.55317642895064
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532720000,2.8188770978921484e-05,0.0410677083333333,42.922486318712735
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532780000,0.0,0.0409722222222222,31.6072784154954
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532840000,4.923459982283045e-05,0.0409722222222222,43.37274545207447
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532900000,0.0003324029905095,0.0409722222222222,22.56923264609004
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733532960000,2.4581077597318044e-05,0.0409722222222222,49.29412316495474
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533020000,0.0005122183269203,0.0409722222222222,25.18948849453093
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533080000,4.8662634904246855e-05,0.0409722222222222,44.99405852852914
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533140000,0.0004607272136743,0.0406944444444444,30.641600321134675
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533200000,0.0,0.0400954861111111,45.84170349537968
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533260000,0.0,0.0373697916666666,17.349127879861953
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533320000,0.0,0.0373697916666666,39.90589356443015
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533380000,0.0,0.0373697916666666,26.83331705888097
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533440000,0.0005078920203099,0.0373697916666666,44.53680307932085
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533500000,0.0,0.0373697916666666,29.892941558140613
free5gc,free5gc-nwdaf-mtlf-55fb95c6d6-9bg7n,nwdaf-mtlf,1733533560000,0.0,0.0373697916666666,40.2632439502943
