namespace,pod,container,timestamp,cpu_usage
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603240000,1.0015226459476982
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603300000,1.0007441595092021
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603360000,0.8127812270856488
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603420000,0.5025260175764904
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603480000,0.9997576975519357
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603540000,0.9483911754990577
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603600000,0.998557994466954
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603660000,0.9972822979180171
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603720000,0.8805277226778804
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603780000,0.998044019895894
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603840000,0.9987148227712138
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603900000,0.9966530153599188
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603960000,0.9989029366468594
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604020000,0.9976710689440449
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604080000,0.9981843653216557
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604140000,0.8134751911261996
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604200000,0.81479729728065
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604260000,0.8356981452795935
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604320000,0.7932357056814998
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604380000,0.6957998833415634
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604440000,0.857637669598878
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604500000,0.8421114338918139
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604560000,0.8591979041308089
