namespace,pod,container,timestamp,throughput-average
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-6q989,nwdaf-anlf,1733550125348,331.83690715115665
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-6q989,nwdaf-anlf,1733550185348,301.9441291692601
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-6q989,nwdaf-anlf,1733550245348,290.4361021432426
free5gc,free5gc-nwdaf-anlf-7cb5c4b977-6q989,nwdaf-anlf,1733550305348,304.3354016982364
